
         6073355 function calls (5735582 primitive calls) in 7.982 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    22599    0.005    0.000    0.005    0.000 base_events.py:1125(get_debug)
        1    0.000    0.000    0.000    0.000 base_events.py:121(Server)
        1    0.000    0.000    0.020    0.020 base_events.py:14(<module>)
        1    0.000    0.000    0.000    0.000 base_events.py:168(BaseEventLoop)
        1    0.000    0.000    0.000    0.000 base_events.py:170(__init__)
        9    0.000    0.000    0.000    0.000 base_events.py:190(create_task)
     9017    0.003    0.000    0.003    0.000 base_events.py:247(_check_closed)
        1    0.005    0.005    7.694    7.694 base_events.py:251(run_forever)
        1    0.000    0.000    7.695    7.695 base_events.py:266(run_until_complete)
      547    0.000    0.000    0.000    0.000 base_events.py:333(is_closed)
     5584    0.005    0.000    0.043    0.000 base_events.py:341(time)
        8    0.000    0.000    0.000    0.000 base_events.py:350(call_later)
        8    0.000    0.000    0.000    0.000 base_events.py:371(call_at)
     8445    0.008    0.000    0.086    0.000 base_events.py:389(call_soon)
     8445    0.031    0.000    0.078    0.000 base_events.py:404(_call_soon)
        1    0.000    0.000    0.000    0.000 base_events.py:75(_StopError)
        2    0.000    0.000    0.003    0.002 base_events.py:79(_check_resolved_address)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:167(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:193(ReadSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 basic.py:38(SpecialFunctionWarning)
        1    0.000    0.000    0.001    0.001 basic.py:5(<module>)
        1    0.000    0.000    0.001    0.001 basic.py:7(<module>)
        1    0.000    0.000    0.000    0.000 bayes.py:219(ARDRegression)
        1    0.000    0.000    0.000    0.000 bayes.py:22(BayesianRidge)
        1    0.000    0.000    0.000    0.000 bayes.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bicluster.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blas.py:119(<module>)
        1    0.000    0.000    0.000    0.000 bounds.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:11(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:13(swig_import_helper)
        1    0.000    0.000    0.000    0.000 bsr.py:22(bsr_matrix)
        1    0.001    0.001    0.002    0.002 case.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:1018(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 case.py:133(TestCase)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:34(_ExpectedFailure)
        1    0.000    0.000    0.000    0.000 case.py:45(_UnexpectedSuccess)
        7    0.000    0.000    0.000    0.000 case.py:609(_deprecate)
        1    0.000    0.000    0.000    0.000 case.py:98(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2017(Chebyshev)
        1    0.000    0.000    0.000    0.000 chebyshev.py:87(<module>)
        1    0.000    0.000    0.037    0.037 class_weight.py:5(<module>)
        1    0.000    0.000    0.149    0.149 classes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 classes.py:12(LinearSVC)
        1    0.000    0.000    0.000    0.000 classes.py:219(LinearSVR)
        1    0.000    0.000    0.000    0.000 classes.py:378(SVC)
        1    0.000    0.000    0.000    0.000 classes.py:504(__init__)
        1    0.000    0.000    0.000    0.000 classes.py:515(NuSVC)
        1    0.000    0.000    0.000    0.000 classes.py:636(SVR)
        1    0.000    0.000    0.000    0.000 classes.py:745(NuSVR)
        1    0.000    0.000    0.000    0.000 classes.py:855(OneClassSVM)
        1    0.000    0.000    0.000    0.000 classification.py:8(<module>)
        1    0.000    0.000    0.000    0.000 cobyla.py:11(<module>)
        4    0.000    0.000    0.000    0.000 codecs.py:77(__new__)
        1    0.000    0.000    0.001    0.001 collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:26(OrderedDict)
       11    0.005    0.000    0.007    0.001 collections.py:288(namedtuple)
      429    0.000    0.000    0.000    0.000 collections.py:329(<genexpr>)
       50    0.000    0.000    0.000    0.000 collections.py:353(<genexpr>)
       50    0.000    0.000    0.000    0.000 collections.py:355(<genexpr>)
        1    0.000    0.000    0.000    0.000 collections.py:387(Counter)
     1520    0.015    0.000    0.026    0.000 common.py:103(eulerPosToTransformation)
     3784    0.060    0.000    0.091    0.000 common.py:135(invertTransMatrix)
     9056    0.149    0.000    0.291    0.000 common.py:157(dist)
     2264    0.027    0.000    0.142    0.000 common.py:199(relPosVel)
     2264    0.050    0.000    0.424    0.000 common.py:219(computeDistanceClosing)
     1520    0.029    0.000    0.054    0.000 common.py:24(quaternionToEuler)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
     1505    0.019    0.000    0.054    0.000 common.py:60(eulerToQuat)
        1    0.000    0.000    0.000    0.000 common.py:7(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:1(<module>)
        3    0.000    0.000    0.000    0.000 compressed.py:101(check_format)
        1    0.000    0.000    0.000    0.000 compressed.py:19(_cs_matrix)
      3/1    0.000    0.000    0.001    0.001 compressed.py:22(__init__)
        1    0.000    0.000    0.000    0.000 compressed.py:807(sum_duplicates)
        1    0.000    0.000    0.000    0.000 compressed.py:820(__get_sorted)
        1    0.000    0.000    0.000    0.000 compressed.py:852(sort_indices)
       16    0.000    0.000    0.000    0.000 compressed.py:86(getnnz)
        4    0.000    0.000    0.000    0.000 compressed.py:861(prune)
        2    0.000    0.000    0.000    0.000 compressed.py:90(_set_self)
        1    0.000    0.000    0.000    0.000 connection.py:35(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:43(Listener)
        1    0.000    0.000    0.000    0.000 connection.py:68(Connection)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 contact_pb2.py:106(Contact)
        1    0.000    0.000    0.002    0.002 contact_pb2.py:4(<module>)
        1    0.000    0.000    0.002    0.002 contacts_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 contacts_pb2.py:61(Contacts)
     2724    0.003    0.000    0.006    0.000 containers.py:109(append)
        1    0.000    0.000    0.000    0.000 containers.py:187(RepeatedCompositeFieldContainer)
    10442    0.013    0.000    0.017    0.000 containers.py:194(__init__)
    14719    0.029    0.000    0.112    0.000 containers.py:212(add)
     1505    0.007    0.000    0.084    0.000 containers.py:223(extend)
      760    0.000    0.000    0.000    0.000 containers.py:248(__getslice__)
        1    0.000    0.000    0.000    0.000 containers.py:40(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:45(BaseContainer)
    13165    0.005    0.000    0.005    0.000 containers.py:52(__init__)
     9882    0.004    0.000    0.004    0.000 containers.py:62(__getitem__)
     1515    0.001    0.000    0.001    0.000 containers.py:66(__len__)
        1    0.000    0.000    0.000    0.000 containers.py:78(__repr__)
        1    0.000    0.000    0.000    0.000 containers.py:90(RepeatedScalarFieldContainer)
     2723    0.003    0.000    0.004    0.000 containers.py:97(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:132(closing)
        2    0.000    0.000    0.000    0.000 contextlib.py:54(contextmanager)
        1    0.000    0.000    0.000    0.000 contextlib.py:9(GeneratorContextManager)
        1    0.000    0.000    0.000    0.000 contingency.py:2(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:11(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:115(__init__)
        1    0.000    0.000    0.000    0.000 coo.py:13(swig_import_helper)
        5    0.000    0.000    0.000    0.000 coo.py:195(getnnz)
        1    0.000    0.000    0.000    0.000 coo.py:20(coo_matrix)
        1    0.000    0.000    0.000    0.000 coo.py:206(_check)
        1    0.000    0.000    0.000    0.000 coo.py:286(tocsr)
        1    0.000    0.000    0.000    0.000 coo.py:73(coo_tocsr)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1140(LassoCV)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1269(ElasticNetCV)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1437(MultiTaskElasticNet)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1622(MultiTaskLasso)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1728(MultiTaskElasticNetCV)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1884(MultiTaskLassoCV)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:463(ElasticNet)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:715(Lasso)
        1    0.002    0.002    0.002    0.002 coordinate_descent.py:8(<module>)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:947(LinearModelCV)
190316/2050    0.330    0.000    0.845    0.000 copy.py:145(deepcopy)
    74710    0.009    0.000    0.009    0.000 copy.py:198(_deepcopy_atomic)
     2653    0.005    0.000    0.515    0.000 copy.py:226(_deepcopy_list)
     7890    0.033    0.000    0.080    0.000 copy.py:234(_deepcopy_tuple)
10160/2050    0.033    0.000    0.738    0.000 copy.py:253(_deepcopy_dict)
   164834    0.097    0.000    0.129    0.000 copy.py:267(_keep_alive)
7733/2050    0.084    0.000    0.806    0.000 copy.py:306(_reconstruct)
       43    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        1    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
     7733    0.005    0.000    0.008    0.000 copy_reg.py:92(__newobj__)
        6    0.000    0.000    0.000    0.000 copy_reg.py:95(_slotnames)
        1    0.000    0.000    0.000    0.000 core.py:1039(_DomainedBinaryOperation)
        6    0.000    0.000    0.000    0.000 core.py:1059(__init__)
       40    0.000    0.000    0.001    0.000 core.py:109(get_object_signature)
        1    0.000    0.000    0.000    0.000 core.py:128(MAError)
        1    0.000    0.000    0.000    0.000 core.py:131(MaskError)
        1    0.001    0.001    0.002    0.002 core.py:21(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2255(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2260(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2404(_arraymethod)
        9    0.000    0.000    0.000    0.000 core.py:2433(__init__)
        9    0.000    0.000    0.000    0.000 core.py:2439(getdoc)
        4    0.000    0.000    0.000    0.000 core.py:2446(__get__)
        1    0.000    0.000    0.000    0.000 core.py:2473(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:2586(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:5636(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:5832(MaskedConstant)
        1    0.000    0.000    0.000    0.000 core.py:5838(__new__)
        1    0.000    0.000    0.000    0.000 core.py:5841(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:5942(_extrema_operation)
        1    0.000    0.000    0.000    0.000 core.py:5997(_minimum_operation)
        1    0.000    0.000    0.000    0.000 core.py:5999(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6009(_maximum_operation)
        1    0.000    0.000    0.000    0.000 core.py:6011(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6053(_frommethod)
       23    0.000    0.000    0.001    0.000 core.py:6063(__init__)
       23    0.000    0.000    0.001    0.000 core.py:6068(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:7278(_convert2ma)
        8    0.000    0.000    0.000    0.000 core.py:7290(__init__)
        8    0.000    0.000    0.000    0.000 core.py:7295(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:739(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:747(__init__)
        1    0.000    0.000    0.000    0.000 core.py:761(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:767(__init__)
        1    0.000    0.000    0.000    0.000 core.py:777(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:779(__init__)
        1    0.000    0.000    0.000    0.000 core.py:794(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:796(__init__)
        1    0.000    0.000    0.000    0.000 core.py:806(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:808(__init__)
        1    0.000    0.000    0.000    0.000 core.py:817(_MaskedUnaryOperation)
       27    0.000    0.000    0.000    0.000 core.py:834(__init__)
        1    0.000    0.000    0.000    0.000 core.py:894(_MaskedBinaryOperation)
       18    0.000    0.000    0.000    0.000 core.py:913(__init__)
        4    0.000    0.000    0.000    0.000 core.py:92(doc_note)
        1    0.001    0.001    0.030    0.030 coroutines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coroutines.py:124(CoroWrapper)
        3    0.000    0.000    0.000    0.000 coroutines.py:202(_update_wrapper)
        3    0.000    0.000    0.000    0.000 coroutines.py:232(_wraps)
       44    0.000    0.000    0.000    0.000 coroutines.py:248(coroutine)
     8453    0.005    0.000    0.015    0.000 coroutines.py:288(iscoroutinefunction)
     8483    0.005    0.000    0.010    0.000 coroutines.py:302(iscoroutine)
        1    0.000    0.000    0.000    0.000 coroutines.py:329(FromWrapper)
       20    0.000    0.000    0.000    0.000 coroutines.py:338(From)
        1    0.000    0.000    0.000    0.000 coroutines.py:79(Return)
        7    0.000    0.000    0.000    0.000 coroutines.py:80(__init__)
        7    0.000    0.000    0.000    0.000 coroutines.py:97(__del__)
        1    0.000    0.000    0.000    0.000 cross_validation.py:1076(PredefinedSplit)
        1    0.000    0.000    0.000    0.000 cross_validation.py:113(LeaveOneOut)
        1    0.000    0.000    0.000    0.000 cross_validation.py:1365(FitFailedWarning)
        1    0.000    0.000    0.000    0.000 cross_validation.py:173(LeavePOut)
        1    0.000    0.000    0.000    0.000 cross_validation.py:238(_BaseKFold)
        1    0.000    0.000    0.000    0.000 cross_validation.py:266(KFold)
        1    0.000    0.000    0.000    0.000 cross_validation.py:353(StratifiedKFold)
        1    0.000    0.000    0.003    0.003 cross_validation.py:4(<module>)
        1    0.000    0.000    0.000    0.000 cross_validation.py:466(LeaveOneLabelOut)
        1    0.000    0.000    0.000    0.000 cross_validation.py:52(_PartitionIterator)
        1    0.001    0.001    0.001    0.001 cross_validation.py:531(LeavePLabelOut)
        1    0.000    0.000    0.000    0.000 cross_validation.py:613(Bootstrap)
        1    0.000    0.000    0.000    0.000 cross_validation.py:749(BaseShuffleSplit)
        1    0.000    0.000    0.000    0.000 cross_validation.py:797(ShuffleSplit)
        1    0.000    0.000    0.000    0.000 cross_validation.py:946(StratifiedShuffleSplit)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:11(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:13(swig_import_helper)
        1    0.000    0.000    0.000    0.000 csc.py:21(csc_matrix)
        1    0.000    0.000    0.000    0.000 csgraph.py:11(<module>)
        1    0.000    0.000    0.000    0.000 csgraph.py:13(swig_import_helper)
        1    0.000    0.000    0.004    0.004 csr.py:1(<module>)
        1    0.000    0.000    0.001    0.001 csr.py:11(<module>)
        1    0.000    0.000    0.001    0.001 csr.py:13(swig_import_helper)
       11    0.000    0.000    0.000    0.000 csr.py:183(_swap)
        1    0.000    0.000    0.000    0.000 csr.py:22(csr_matrix)
        1    0.000    0.000    0.000    0.000 csr.py:626(csr_sum_duplicates)
        1    0.000    0.000    0.000    0.000 csr.py:88(csr_has_sorted_indices)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:150(_ndptr)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:303(prep_simple)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
        1    0.000    0.000    0.000    0.000 data.py:178(MinMaxScaler)
        1    0.000    0.000    0.000    0.000 data.py:21(_data_matrix)
        4    0.000    0.000    0.000    0.000 data.py:22(__init__)
        1    0.000    0.000    0.000    0.000 data.py:25(_get_dtype)
        1    0.000    0.000    0.000    0.000 data.py:276(StandardScaler)
        1    0.000    0.000    0.000    0.000 data.py:432(PolynomialFeatures)
        1    0.000    0.000    0.000    0.000 data.py:627(Normalizer)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
        1    0.000    0.000    0.000    0.000 data.py:735(Binarizer)
        1    0.000    0.000    0.000    0.000 data.py:796(KernelCenterer)
        1    0.001    0.001    0.001    0.001 data.py:8(<module>)
       18    0.000    0.000    0.000    0.000 data.py:82(_create_method)
        1    0.000    0.000    0.000    0.000 data.py:966(OneHotEncoder)
        1    0.000    0.000    0.000    0.000 data.py:97(_minmax_mixin)
        2    0.000    0.000    0.000    0.000 decoder.py:107(_VarintDecoder)
    85695    0.083    0.000    0.090    0.000 decoder.py:120(DecodeVarint)
        2    0.000    0.000    0.000    0.000 decoder.py:137(_SignedVarintDecoder)
     6984    0.014    0.000    0.015    0.000 decoder.py:143(DecodeVarint)
        1    0.000    0.000    0.000    0.000 decoder.py:17(_floatconstants)
   188389    0.104    0.000    0.118    0.000 decoder.py:175(ReadTag)
       13    0.000    0.000    0.000    0.000 decoder.py:198(_SimpleDecoder)
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
       64    0.000    0.000    0.000    0.000 decoder.py:207(SpecificDecoder)
     2722    0.007    0.000    0.022    0.000 decoder.py:229(DecodeRepeatedField)
   118465    0.061    0.000    0.199    0.000 decoder.py:246(DecodeField)
        3    0.000    0.000    0.000    0.000 decoder.py:257(_ModifiedDecoder)
     3803    0.003    0.000    0.007    0.000 decoder.py:265(InnerDecode)
        4    0.000    0.000    0.000    0.000 decoder.py:271(_StructPackDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:274(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:296(_FloatDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:304(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:337(_DoubleDecoder)
   101118    0.011    0.000    0.011    0.000 decoder.py:344(<lambda>)
   101118    0.082    0.000    0.111    0.000 decoder.py:346(InnerDecode)
        5    0.000    0.000    0.000    0.000 decoder.py:371(EnumDecoder)
       41    0.000    0.000    0.000    0.000 decoder.py:479(StringDecoder)
    17537    0.011    0.000    0.011    0.000 decoder.py:485(_ConvertToUnicode)
        1    0.000    0.000    0.000    0.000 decoder.py:498(DecodeRepeatedField)
    17535    0.019    0.000    0.046    0.000 decoder.py:515(DecodeField)
        2    0.000    0.000    0.000    0.000 decoder.py:525(BytesDecoder)
       10    0.000    0.000    0.000    0.000 decoder.py:552(DecodeField)
       54    0.000    0.000    0.000    0.000 decoder.py:609(MessageDecoder)
9312/1146    0.044    0.000    1.182    0.001 decoder.py:619(DecodeRepeatedField)
40344/1530    0.085    0.000    1.226    0.001 decoder.py:644(DecodeField)
        1    0.000    0.000    0.000    0.000 decoder.py:799(_FieldSkipper)
        1    0.000    0.000    0.001    0.001 decoder.py:83(<module>)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.019    0.019 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
       12    0.000    0.000    0.000    0.000 decorator.py:126(update)
       12    0.000    0.000    0.001    0.000 decorator.py:138(make)
       12    0.000    0.000    0.002    0.000 decorator.py:167(create)
       24    0.000    0.000    0.000    0.000 decorator.py:185(<genexpr>)
       12    0.000    0.000    0.002    0.000 decorator.py:189(decorator)
        1    0.000    0.000    0.001    0.001 decorator.py:33(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:45(getfullargspec)
       12    0.000    0.000    0.000    0.000 decorator.py:47(__init__)
       45    0.000    0.000    0.000    0.000 decorator.py:52(__iter__)
        1    0.000    0.000    0.000    0.000 decorator.py:57(get_init)
        1    0.000    0.000    0.000    0.000 decorator.py:63(FunctionMaker)
       12    0.000    0.000    0.001    0.000 decorator.py:69(__init__)
       42    0.000    0.000    0.000    0.000 decorator.py:90(<lambda>)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:57(setastest)
        1    0.000    0.000    0.000    0.000 decorators.py:85(set_test)
        1    0.000    0.000    0.000    0.000 defchararray.py:1668(chararray)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:206(matrix)
        1    0.000    0.000    0.000    0.000 descriptor.py:119(_NestedDescriptorBase)
       47    0.000    0.000    0.000    0.000 descriptor.py:122(__init__)
        1    0.000    0.000    0.000    0.000 descriptor.py:182(Descriptor)
       42    0.001    0.000    0.002    0.000 descriptor.py:241(__init__)
      203    0.000    0.000    0.000    0.000 descriptor.py:264(<genexpr>)
      203    0.000    0.000    0.000    0.000 descriptor.py:265(<genexpr>)
       45    0.000    0.000    0.000    0.000 descriptor.py:270(<genexpr>)
       47    0.000    0.000    0.000    0.000 descriptor.py:275(<genexpr>)
       73    0.000    0.000    0.000    0.000 descriptor.py:277(<genexpr>)
       42    0.000    0.000    0.000    0.000 descriptor.py:282(<genexpr>)
       42    0.000    0.000    0.000    0.000 descriptor.py:286(<genexpr>)
        1    0.000    0.000    0.000    0.000 descriptor.py:329(FieldDescriptor)
        1    0.000    0.000    0.001    0.001 descriptor.py:37(<module>)
      161    0.001    0.000    0.001    0.000 descriptor.py:455(__init__)
        1    0.000    0.000    0.000    0.000 descriptor.py:522(EnumDescriptor)
        5    0.000    0.000    0.000    0.000 descriptor.py:547(__init__)
        1    0.000    0.000    0.000    0.000 descriptor.py:55(Error)
       36    0.000    0.000    0.000    0.000 descriptor.py:563(<genexpr>)
       36    0.000    0.000    0.000    0.000 descriptor.py:564(<genexpr>)
        1    0.000    0.000    0.000    0.000 descriptor.py:576(EnumValueDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor.py:59(TypeTransformationError)
       31    0.000    0.000    0.000    0.000 descriptor.py:591(__init__)
        1    0.000    0.000    0.000    0.000 descriptor.py:600(OneofDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor.py:623(ServiceDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor.py:63(DescriptorBase)
        1    0.000    0.000    0.000    0.000 descriptor.py:667(MethodDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor.py:698(FileDescriptor)
       22    0.000    0.000    0.000    0.000 descriptor.py:715(__init__)
      261    0.000    0.000    0.000    0.000 descriptor.py:78(__init__)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:31(<module>)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:36(Error)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:40(DescriptorDatabaseConflictingDefinitionError)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:44(DescriptorDatabase)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:47(__init__)
        1    0.001    0.001    0.011    0.011 descriptor_pb2.py:4(<module>)
       25    0.000    0.000    0.000    0.000 descriptor_pb2.py:5(<lambda>)
       29    0.000    0.000    0.000    0.000 descriptor_pool.py:113(AddDescriptor)
        4    0.000    0.000    0.000    0.000 descriptor_pool.py:129(AddEnumDescriptor)
       42    0.000    0.000    0.000    0.000 descriptor_pool.py:144(AddFileDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor_pool.py:56(<module>)
        1    0.000    0.000    0.000    0.000 descriptor_pool.py:82(DescriptorPool)
        1    0.000    0.000    0.000    0.000 descriptor_pool.py:85(__init__)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dia.py:11(<module>)
        1    0.000    0.000    0.000    0.000 dia.py:13(swig_import_helper)
        1    0.000    0.000    0.000    0.000 dia.py:17(dia_matrix)
        1    0.000    0.000    0.000    0.000 difflib.py:1670(HtmlDiff)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:764(Differ)
        1    0.000    0.000    0.000    0.000 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 disk.py:3(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:63(<module>)
       85    0.001    0.000    0.062    0.001 distributions.py:1037(__init__)
       85    0.001    0.000    0.045    0.001 distributions.py:1114(_construct_doc)
        1    0.000    0.000    0.000    0.000 distributions.py:2076(ksone_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2090(kstwobign_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2148(norm_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2232(alpha_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2265(anglit_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2298(arcsine_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2334(FitDataError)
        1    0.000    0.000    0.000    0.000 distributions.py:2345(FitSolverError)
        1    0.000    0.000    0.000    0.000 distributions.py:2377(beta_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2526(betaprime_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2576(bradford_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2622(burr_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2676(fisk_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2709(cauchy_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2749(chi_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2794(chi2_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2841(cosine_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2872(dgamma_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2918(dweibull_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2961(expon_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3013(exponweib_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3047(exponpow_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3086(fatiguelife_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3134(foldcauchy_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3164(f_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3226(foldnorm_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3275(frechet_r_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3317(frechet_l_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3361(genlogistic_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3404(genpareto_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3454(genexpon_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3490(genextreme_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3609(gamma_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3741(erlang_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3799(gengamma_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3842(genhalflogistic_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3883(gompertz_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3914(gumbel_r_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3961(gumbel_l_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4005(halfcauchy_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4041(halflogistic_gen)
