
         6073355 function calls (5735582 primitive calls) in 7.982 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 distributions.py:4082(halfnorm_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4124(hypsecant_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4155(gausshyper_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4188(invgamma_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4227(invgauss_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:426(rv_frozen)
        1    0.000    0.000    0.000    0.000 distributions.py:4268(invweibull_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4310(johnsonsb_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4345(johnsonsu_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4382(laplace_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4416(levy_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4453(levy_l_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4492(levy_stable_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4539(logistic_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4576(loggamma_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4616(loglaplace_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4661(lognorm_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4709(gilbrat_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4753(maxwell_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4798(mielke_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4826(nakagami_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4862(ncx2_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4903(ncf_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4961(t_gen)
        1    0.003    0.003    0.080    0.080 distributions.py:5(<module>)
        1    0.000    0.000    0.000    0.000 distributions.py:5014(nct_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5091(pareto_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5148(lomax_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5194(pearson3_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5316(powerlaw_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5360(powerlognorm_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5389(powernorm_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5421(rdist_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5456(rayleigh_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:549(rv_generic)
        1    0.000    0.000    0.000    0.000 distributions.py:5496(reciprocal_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5539(rice_gen)
       98    0.002    0.000    0.017    0.000 distributions.py:554(_construct_argparser)
        1    0.000    0.000    0.000    0.000 distributions.py:5571(recipinvgauss_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5604(semicircular_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5634(triang_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5676(truncexpon_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5726(truncnorm_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5783(tukeylambda_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5830(uniform_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5860(vonmises_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5893(wald_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5927(wrapcauchy_gen)
      196    0.000    0.000    0.000    0.000 distributions.py:604(<lambda>)
        1    0.000    0.000    0.000    0.000 distributions.py:6179(rv_discrete)
       13    0.000    0.000    0.008    0.001 distributions.py:6351(__init__)
       13    0.000    0.000    0.006    0.000 distributions.py:6451(_construct_doc)
        1    0.000    0.000    0.000    0.000 distributions.py:7161(binom_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:7226(bernoulli_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:7275(nbinom_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:7332(geom_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:7385(hypergeom_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:7498(logser_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:7544(poisson_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:7595(planck_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:7653(boltzmann_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:7702(randint_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:7765(zipf_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:7814(dlaplace_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:7862(skellam_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:830(rv_continuous)
        3    0.000    0.000    0.000    0.000 doccer.py:116(_doc)
      196    0.017    0.000    0.050    0.000 doccer.py:12(docformat)
      196    0.006    0.000    0.010    0.000 doccer.py:128(indentcount_lines)
        1    0.000    0.000    0.000    0.000 doccer.py:2(<module>)
        3    0.000    0.000    0.000    0.000 doccer.py:71(inherit_docstring_from)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:27(dok_matrix)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
       13    0.000    0.000    0.000    0.000 dual.py:52(register_func)
        1    0.000    0.000    0.000    0.000 encoder.py:101(__init__)
      161    0.000    0.000    0.000    0.000 encoder.py:114(_TagSize)
        2    0.000    0.000    0.000    0.000 encoder.py:129(_SimpleSizer)
       28    0.000    0.000    0.000    0.000 encoder.py:133(SpecificSizer)
     1515    0.001    0.000    0.001    0.000 encoder.py:151(FieldSize)
        1    0.000    0.000    0.000    0.000 encoder.py:158(_ModifiedSizer)
        3    0.000    0.000    0.000    0.000 encoder.py:187(_FixedSizer)
       36    0.000    0.000    0.000    0.000 encoder.py:191(SpecificSizer)
        1    0.000    0.000    0.001    0.001 encoder.py:2(<module>)
    12805    0.002    0.000    0.002    0.000 encoder.py:206(FieldSize)
       41    0.000    0.000    0.000    0.000 encoder.py:233(StringSizer)
     1505    0.002    0.000    0.005    0.000 encoder.py:249(FieldSize)
        2    0.000    0.000    0.000    0.000 encoder.py:255(BytesSizer)
       54    0.000    0.000    0.000    0.000 encoder.py:295(MessageSizer)
4515/1505    0.004    0.000    0.041    0.000 encoder.py:310(FieldSize)
        1    0.000    0.000    0.000    0.000 encoder.py:346(_VarintEncoder)
    10188    0.008    0.000    0.013    0.000 encoder.py:351(EncodeVarint)
        1    0.000    0.000    0.000    0.000 encoder.py:363(_SignedVarintEncoder)
      765    0.001    0.000    0.001    0.000 encoder.py:369(EncodeSignedVarint)
      363    0.001    0.000    0.002    0.000 encoder.py:387(_VarintBytes)
      363    0.000    0.000    0.003    0.000 encoder.py:397(TagBytes)
        2    0.000    0.000    0.000    0.000 encoder.py:407(_SimpleEncoder)
       28    0.000    0.000    0.000    0.000 encoder.py:418(SpecificEncoder)
     2275    0.002    0.000    0.006    0.000 encoder.py:440(EncodeField)
        1    0.000    0.000    0.000    0.000 encoder.py:448(_ModifiedEncoder)
        4    0.000    0.000    0.000    0.000 encoder.py:482(_StructPackEncoder)
        2    0.000    0.000    0.000    0.000 encoder.py:520(_FloatingPointEncoder)
        9    0.000    0.000    0.000    0.000 encoder.py:565(SpecificEncoder)
    12800    0.010    0.000    0.020    0.000 encoder.py:593(EncodeField)
       27    0.000    0.000    0.000    0.000 encoder.py:631(BoolEncoder)
        7    0.000    0.000    0.000    0.000 encoder.py:662(EncodeField)
       41    0.000    0.000    0.000    0.000 encoder.py:670(StringEncoder)
     1525    0.003    0.000    0.007    0.000 encoder.py:686(EncodeField)
        1    0.000    0.000    0.000    0.000 encoder.py:69(<module>)
        2    0.000    0.000    0.000    0.000 encoder.py:694(BytesEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:70(JSONEncoder)
        5    0.000    0.000    0.000    0.000 encoder.py:709(EncodeField)
       54    0.000    0.000    0.000    0.000 encoder.py:737(MessageEncoder)
      755    0.005    0.000    0.154    0.000 encoder.py:744(EncodeRepeatedField)
5280/2270    0.009    0.000    0.083    0.000 encoder.py:751(EncodeField)
     7686    0.001    0.000    0.001    0.000 encoder.py:85(_VarintSize)
       10    0.000    0.000    0.000    0.000 encoder.py:99(_SignedVarintSize)
        1    0.000    0.000    0.000    0.000 enum_type_wrapper.py:36(<module>)
        1    0.000    0.000    0.000    0.000 enum_type_wrapper.py:41(EnumTypeWrapper)
        5    0.000    0.000    0.000    0.000 enum_type_wrapper.py:46(__init__)
        1    0.001    0.001    0.004    0.004 events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:103(Handle)
     9006    0.016    0.000    0.020    0.000 events.py:109(__init__)
      554    0.001    0.000    0.001    0.000 events.py:138(cancel)
     8996    0.011    0.000    5.654    0.001 events.py:149(_run)
        1    0.000    0.000    0.000    0.000 events.py:166(TimerHandle)
        8    0.000    0.000    0.000    0.000 events.py:171(__init__)
        7    0.000    0.000    0.000    0.000 events.py:216(cancel)
        1    0.000    0.000    0.000    0.000 events.py:222(AbstractServer)
        1    0.000    0.000    0.000    0.000 events.py:241(AbstractEventLoop)
        1    0.000    0.000    0.000    0.000 events.py:491(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 events.py:525(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 events.py:540(_Local)
        1    0.000    0.000    0.000    0.000 events.py:544(__init__)
     9963    0.007    0.000    0.008    0.000 events.py:547(get_event_loop)
        1    0.000    0.000    0.000    0.000 events.py:561(set_event_loop)
        1    0.000    0.000    0.000    0.000 events.py:567(new_event_loop)
        1    0.000    0.000    0.000    0.000 events.py:586(_init_event_loop_policy)
     9963    0.003    0.000    0.003    0.000 events.py:594(get_event_loop_policy)
     9963    0.009    0.000    0.019    0.000 events.py:610(get_event_loop)
        1    0.000    0.000    0.004    0.004 executor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extmath.py:3(<module>)
        1    0.000    0.000    0.000    0.000 extract.py:2(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1464(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1476(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1530(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1546(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:224(_fromnxfunction)
        9    0.000    0.000    0.000    0.000 extras.py:241(__init__)
        9    0.000    0.000    0.000    0.000 extras.py:245(getdoc)
        1    0.000    0.000    0.000    0.000 fftpack.py:32(<module>)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
        1    0.000    0.000    0.000    0.000 fitpack.py:23(<module>)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1072(LSQSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1204(RectSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:386(InterpolatedUnivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:460(LSQUnivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:559(_BivariateSplineBase)
        1    0.000    0.000    0.000    0.000 fitpack2.py:634(BivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:64(UnivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:7(<module>)
        1    0.000    0.000    0.000    0.000 fitpack2.py:710(SmoothBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:767(LSQBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:839(RectBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:925(SphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:982(SmoothSphereBivariateSpline)
        2    0.000    0.000    0.000    0.000 fixes.py:23(_parse_version)
        1    0.000    0.000    0.037    0.037 fixes.py:5(<module>)
        1    0.000    0.000    0.000    0.000 flinalg.py:5(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 forking.py:114(Popen)
        1    0.000    0.000    0.000    0.000 forking.py:35(<module>)
        1    0.000    0.000    0.000    0.000 forking.py:60(ForkingPickler)
        4    0.000    0.000    0.000    0.000 forking.py:63(register)
        1    0.000    0.000    0.000    0.000 format.py:136(<module>)
        1    0.000    0.000    0.000    0.000 format_stack.py:12(<module>)
        1    0.000    0.000    0.000    0.000 from_model.py:12(_LearntSelectorMixin)
        1    0.000    0.000    0.000    0.000 from_model.py:4(<module>)
      767    0.001    0.000    0.003    0.000 fromnumeric.py:1291(ravel)
     3784    0.003    0.000    0.003    0.000 fromnumeric.py:1462(shape)
     7336    0.009    0.000    0.063    0.000 fromnumeric.py:1772(any)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:1852(all)
       25    0.000    0.000    0.000    0.000 fromnumeric.py:2459(rank)
    29189    0.045    0.000    0.234    0.000 fromnumeric.py:2633(round_)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3(<module>)
     8360    0.022    0.000    0.081    0.000 fromnumeric.py:40(_wrapit)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:803(argsort)
     1520    0.001    0.000    0.004    0.000 fromnumeric.py:946(argmin)
        1    0.000    0.000    0.000    0.000 func_inspect.py:3(<module>)
        2    0.001    0.000    0.001    0.001 function_base.py:1(<module>)
        4    0.000    0.000    0.000    0.000 function_base.py:1331(trim_zeros)
        1    0.000    0.000    0.000    0.000 function_base.py:1529(vectorize)
      393    0.001    0.000    0.001    0.000 function_base.py:1644(__init__)
      274    0.001    0.000    0.002    0.000 function_base.py:3251(add_newdoc)
    15887    0.011    0.000    0.039    0.000 function_base.py:837(copy)
       16    0.000    0.000    0.000    0.000 functools.py:17(update_wrapper)
        5    0.000    0.000    0.000    0.000 functools.py:39(wraps)
        1    0.001    0.001    0.005    0.005 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:119(Future)
     9967    0.014    0.000    0.030    0.000 futures.py:150(__init__)
     9945    0.011    0.000    0.051    0.000 futures.py:238(_schedule_callbacks)
     3624    0.002    0.000    0.002    0.000 futures.py:252(cancelled)
      789    0.000    0.000    0.000    0.000 futures.py:258(done)
     7664    0.011    0.000    0.011    0.000 futures.py:266(result)
     8451    0.009    0.000    0.055    0.000 futures.py:309(add_done_callback)
        7    0.000    0.000    0.000    0.000 futures.py:336(_set_result_unless_cancelled)
        1    0.000    0.000    0.000    0.000 futures.py:34(InvalidStateError)
     9945    0.012    0.000    0.064    0.000 futures.py:342(set_result)
        1    0.000    0.000    0.000    0.000 futures.py:39(_TracebackLogger)
      750    0.005    0.000    0.049    0.000 gazeboInterface5.py:131(sendCommand)
        6    0.000    0.000    0.001    0.000 gazeboInterface5.py:153(sendStopCommand)
      750    0.015    0.000    0.364    0.000 gazeboInterface5.py:165(sendPrediction)
     1505    0.034    0.000    0.216    0.000 gazeboInterface5.py:179(getModelState)
        5    0.000    0.000    0.002    0.000 gazeboInterface5.py:217(sendPose)
        6    0.000    0.000    0.001    0.000 gazeboInterface5.py:222(resetWorld)
        1    0.000    0.000    0.000    0.000 gazeboInterface5.py:233(pauseWorld)
      761    0.013    0.000    5.074    0.007 gazeboInterface5.py:239(modelsCallback)
      755    0.003    0.000    0.015    0.000 gazeboInterface5.py:278(runEnded)
        5    0.000    0.000    0.002    0.000 gazeboInterface5.py:295(startRun)
      760    0.010    0.000    2.899    0.004 gazeboInterface5.py:334(pushTaskSimulation)
      750    0.018    0.000    2.400    0.003 gazeboInterface5.py:390(updateModel)
        1    0.000    0.000    0.000    0.000 gazeboInterface5.py:56(GazeboInterface)
        1    0.000    0.000    0.000    0.000 gazeboInterface5.py:61(__init__)
        1    0.001    0.001    7.993    7.993 gazeboInterface5.py:7(<module>)
       12    0.000    0.000    0.001    0.000 gazeboInterface5.py:98(loop)
        2    0.000    0.000    0.000    0.000 genericpath.py:15(exists)
       23    0.000    0.000    0.000    0.000 genericpath.py:26(isfile)
       15    0.000    0.000    0.000    0.000 genericpath.py:38(isdir)
        2    0.000    0.000    0.019    0.009 getlimits.py:126(_init)
       24    0.000    0.000    0.000    0.000 getlimits.py:13(_frz)
        4    0.000    0.000    0.000    0.000 getlimits.py:147(<lambda>)
        2    0.000    0.000    0.000    0.000 getlimits.py:148(<lambda>)
       12    0.000    0.000    0.000    0.000 getlimits.py:149(<lambda>)
       10    0.000    0.000    0.000    0.000 getlimits.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:194(iinfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:24(finfo)
        5    0.000    0.000    0.000    0.000 getlimits.py:244(__init__)
        2    0.000    0.000    0.000    0.000 getlimits.py:269(max)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
       22    0.000    0.000    0.019    0.001 getlimits.py:93(__new__)
        1    0.000    0.000    0.000    0.000 grid_search.py:113(ParameterSampler)
        1    0.000    0.000    0.000    0.000 grid_search.py:287(_CVScoreTuple)
        1    0.000    0.000    0.000    0.000 grid_search.py:309(ChangedBehaviorWarning)
        1    0.000    0.000    0.000    0.000 grid_search.py:313(BaseSearchCV)
        1    0.000    0.000    0.000    0.000 grid_search.py:39(ParameterGrid)
        1    0.000    0.000    0.001    0.001 grid_search.py:4(<module>)
        1    0.000    0.000    0.000    0.000 grid_search.py:558(GridSearchCV)
        1    0.000    0.000    0.000    0.000 grid_search.py:735(RandomizedSearchCV)
        1    0.000    0.000    0.000    0.000 gripperCommand_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 gripperCommand_pb2.py:91(GripperCommand)
        1    0.001    0.001    0.022    0.022 gz_string_pb2.py:4(<module>)
        2    0.000    0.000    0.000    0.000 gz_string_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 gz_string_v_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 gz_string_v_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 hashing.py:125(NumpyHasher)
        1    0.000    0.000    0.000    0.000 hashing.py:25(_ConsistentSet)
        1    0.000    0.000    0.000    0.000 hashing.py:33(_MyHash)
        1    0.000    0.000    0.000    0.000 hashing.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hashing.py:40(Hasher)
        1    0.000    0.000    0.000    0.000 hashlib.py:55(<module>)
        6    0.000    0.000    0.000    0.000 hashlib.py:94(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 header_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 header_pb2.py:66(Header)
        1    0.000    0.000    0.000    0.000 heapq.py:31(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1750(Hermite)
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1747(HermiteE)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
        1    0.000    0.000    0.000    0.000 hex_codec.py:27(hex_decode)
        1    0.000    0.000    0.000    0.000 hex_codec.py:45(Codec)
        1    0.000    0.000    0.000    0.000 hex_codec.py:52(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 hex_codec.py:57(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 hex_codec.py:62(StreamWriter)
        1    0.000    0.000    0.000    0.000 hex_codec.py:65(StreamReader)
        1    0.000    0.000    0.000    0.000 hex_codec.py:70(getregentry)
        1    0.000    0.000    0.000    0.000 hex_codec.py:8(<module>)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
        2    0.000    0.000    0.000    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 idna.py:197(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:231(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 idna.py:271(StreamWriter)
        1    0.000    0.000    0.000    0.000 idna.py:274(StreamReader)
        1    0.000    0.000    0.000    0.000 idna.py:279(getregentry)
        1    0.000    0.000    0.003    0.003 idna.py:3(<module>)
        8    0.000    0.000    0.000    0.000 idna.py:62(ToASCII)
        1    0.000    0.000    0.084    0.084 imputation.py:4(<module>)
        1    0.000    0.000    0.000    0.000 imputation.py:64(Imputer)
        1    0.001    0.001    0.003    0.003 index_tricks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 index_tricks.py:148(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:223(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:242(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:352(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:447(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:452(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:470(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:475(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:525(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:647(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:87(nd_grid)
        1    0.000    0.000    0.000    0.000 info.py:147(<module>)
        1    0.000    0.000    0.000    0.000 info.py:176(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 info.py:84(<module>)
      271    0.000    0.000    0.000    0.000 inspect.py:142(isfunction)
       44    0.000    0.000    0.000    0.000 inspect.py:155(isgeneratorfunction)
      216    0.000    0.000    0.000    0.000 inspect.py:209(iscode)
        1    0.000    0.000    0.020    0.020 inspect.py:25(<module>)
        3    0.000    0.000    0.000    0.000 inspect.py:59(isclass)
        1    0.000    0.000    0.000    0.000 inspect.py:630(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:632(BlockFinder)
      216    0.000    0.000    0.000    0.000 inspect.py:67(ismethod)
      216    0.001    0.000    0.001    0.000 inspect.py:744(getargs)
      216    0.001    0.000    0.003    0.000 inspect.py:804(getargspec)
       57    0.000    0.000    0.000    0.000 inspect.py:838(strseq)
        9    0.000    0.000    0.000    0.000 inspect.py:845(formatargspec)
        1    0.000    0.000    0.000    0.000 interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:10(LinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:254(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:275(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:296(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:317(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:346(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:363(IdentityOperator)
        1    0.000    0.000    0.001    0.001 interpolate.py:2(<module>)
        1    0.000    0.000    0.000    0.000 interpolate.py:268(interp1d)
        1    0.000    0.000    0.000    0.000 interpolate.py:487(ppform)
        1    0.000    0.000    0.000    0.000 interpolate.py:69(interp2d)
        1    0.000    0.000    0.001    0.001 io.py:34(<module>)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 io.py:72(RawIOBase)
        1    0.000    0.000    0.000    0.000 io.py:75(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 io.py:78(TextIOBase)
        1    0.001    0.001    0.003    0.003 iterative.py:1(<module>)
        5    0.000    0.000    0.000    0.000 iterative.py:69(set_docstring)
        5    0.000    0.000    0.000    0.000 iterative.py:70(combine)
        1    0.000    0.000    0.001    0.001 joint_wrench_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 joint_wrench_pb2.py:88(JointWrench)
        1    0.000    0.000    0.000    0.000 kde.py:20(<module>)
        1    0.000    0.000    0.000    0.000 kde.py:41(gaussian_kde)
        1    0.000    0.000    0.000    0.000 kdtree.py:174(KDTree)
        1    0.000    0.000    0.000    0.000 kdtree.py:238(node)
        1    0.000    0.000    0.000    0.000 kdtree.py:255(leafnode)
        1    0.000    0.000    0.000    0.000 kdtree.py:260(innernode)
        1    0.000    0.000    0.000    0.000 kdtree.py:3(<module>)
        1    0.000    0.000    0.000    0.000 kdtree.py:75(Rectangle)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 label.py:171(LabelBinarizer)
        1    0.000    0.000    0.000    0.000 label.py:56(LabelEncoder)
        1    0.000    0.000    0.000    0.000 label.py:673(MultiLabelBinarizer)
        1    0.000    0.000    0.000    0.000 label.py:9(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1742(Laguerre)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
        1    0.000    0.000    0.000    0.000 lambertw.py:1(<module>)
        1    0.001    0.001    0.001    0.001 lapack.py:201(<module>)
        1    0.000    0.000    0.000    0.000 latin_1.py:13(Codec)
        1    0.000    0.000    0.000    0.000 latin_1.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 latin_1.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 latin_1.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 latin_1.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 latin_1.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 latin_1.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 latin_1.py:8(<module>)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:9(<module>)
        1    0.000    0.000    0.000    0.000 least_angle.py:1047(LassoLarsCV)
        1    0.000    0.000    0.000    0.000 least_angle.py:1142(LassoLarsIC)
        1    0.000    0.000    0.008    0.008 least_angle.py:4(<module>)
        1    0.000    0.000    0.000    0.000 least_angle.py:465(Lars)
        1    0.000    0.000    0.000    0.000 least_angle.py:665(LassoLars)
        1    0.000    0.000    0.000    0.000 least_angle.py:875(LarsCV)
        1    0.000    0.000    0.000    0.000 legendre.py:1770(Legendre)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.024    0.024 lgmres.py:4(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:2(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:23(lil_matrix)
        1    0.000    0.000    0.000    0.000 linalg.py:10(<module>)
    14165    0.008    0.000    0.014    0.000 linalg.py:111(isComplexType)
    14165    0.067    0.000    0.148    0.000 linalg.py:1924(norm)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linear_assignment_.py:5(<module>)
        1    0.000    0.000    0.000    0.000 linear_assignment_.py:62(_HungarianState)
        1    0.000    0.000    0.000    0.000 linesearch.py:13(<module>)
        1    0.000    0.000    0.002    0.002 linsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 lobpcg.py:11(<module>)
        1    0.000    0.000    0.000    0.000 lobpcg.py:95(CallableLinearOperator)
        3    0.000    0.000    0.000    0.000 locale.py:564(setlocale)
        1    0.000    0.000    0.000    0.000 locale.py:608(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
