#sid	 oid	 dist	 closing	 contact	 relPosX	 relPosY	 relPosZ	 relVlX	 relVlY	 relVlZ	 closingDivDist	 closing1	 closing2	 closing1DivDist	 closing2DivDist	 ActionID	 linVelX	 linVelY	 linVelZ	 angVel
8	15	0.39	-0.5	0	-0.29	0.46	0.02	0	-0.5	0	-1.2821	0	-0.5	0	-1.2821	0	0	0.5	0	0
8	15	0.34	-0.5	0	-0.29	0.41	0.02	0	-0.5	0	-1.4706	0	-0.5	0	-1.4706	0	0	0.5	0	0
8	15	0.29	-0.5	0	-0.29	0.36	0.02	0	-0.5	0	-1.7241	0	-0.5	0	-1.7241	0	0	0.5	0	0
8	15	0.24	-0.49	0	-0.29	0.31	0.02	0	-0.5	0	-2.0417	0	-0.5	0	-2.0833	0	0	0.5	0	0
8	15	0.19	-0.49	0	-0.29	0.26	0.02	0	-0.5	0	-2.5789	0	-0.5	0	-2.6316	0	0	0.5	0	0
8	15	0.14	-0.49	0	-0.29	0.21	0.02	0	-0.51	0	-3.5	0	-0.51	0	-3.6429	0	0	0.5	0	0
8	15	0.09	-0.47	0	-0.29	0.16	0.02	0	-0.5	0	-5.2222	0	-0.5	0	-5.5556	0	0	0.5	0	0
8	15	0.05	-0.42	0	-0.29	0.11	0.02	0	-0.5	0	-8.4	0	-0.5	0	-10	0	0	0.5	0	0
8	15	0.02	-0.12	0	-0.29	0.06	0.02	0	-0.5	0	-6	0	-0.5	0	-25	0	0	0.5	0	0
8	15	0.01	0	0	-0.29	0.01	0.02	0	-0.5	0	0	0	-0.5	0	-50	0	0	0.5	0	0
8	15	0.01	0	0	-0.29	-0.04	0.02	0	-0.5	0	0	0	0.5	0	50	0	0	0.5	0	0
8	15	0.03	0.35	0	-0.29	-0.09	0.02	0	-0.5	0	11.6667	0	0.5	0	16.6667	0	0	0.5	0	0
8	15	0.07	0.47	0	-0.29	-0.14	0.02	0	-0.51	0	6.7143	0	0.51	0	7.2857	0	0	0.5	0	0
8	15	0.12	0.48	0	-0.29	-0.19	0.02	0	-0.5	0	4	0	0.5	0	4.1667	0	0	0.5	0	0
8	15	0.38	-0.5	0	-0.21	0.46	0.02	0	-0.5	0	-1.3158	-0.5	0	-1.3158	0	0	0	0.5	0	0
8	15	0.34	-0.5	0	-0.21	0.41	0.02	0	-0.5	0	-1.4706	-0.5	0	-1.4706	0	0	0	0.5	0	0
8	15	0.28	-0.5	0	-0.21	0.36	0.02	0	-0.5	0	-1.7857	-0.5	0	-1.7857	0	0	0	0.5	0	0
8	15	0.24	-0.5	0	-0.21	0.31	0.02	0	-0.5	0	-2.0833	-0.5	0	-2.0833	0	0	0	0.5	0	0
8	15	0.19	-0.5	0	-0.21	0.26	0.02	0	-0.5	0	-2.6316	-0.5	0	-2.6316	0	0	0	0.5	0	0
8	15	0.14	-0.51	0	-0.21	0.21	0.02	0	-0.51	0	-3.6429	-0.51	0	-3.6429	0	0	0	0.5	0	0
8	15	0.08	-0.5	0	-0.21	0.16	0.02	0	-0.5	0	-6.25	-0.5	0	-6.25	0	0	0	0.5	0	0
8	15	0.03	-0.5	0	-0.21	0.11	0.02	0	-0.5	0	-16.6667	-0.5	0	-16.6667	0	0	0	0.5	0	0
15	8	0.03	-0.5	0	0.21	-0.11	-0.02	0	0.5	0	-16.6667	-0.5	0	-16.6667	0	3	-0.04	0.27	0	1.09
